Manufacturer,Series,Model Number,AC Power (kW),Approval Date,Expiry date
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 25KTLX-G3 (AS4777-2 2020),25.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 30KTLX-G3 (AS4777-2 2020),30.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 30KTLX-G3-A (AS4777-2 2020),29.900,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 33KTLX-G3 (AS4777-2 2020),33.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 36KTLX-G3 (AS4777-2 2020),36.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 40KTLX-G3 (AS4777-2 2020),40.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 45KTLX-G3 (AS4777-2 2020),45.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,25K-50KTLX-G3,SOFAR 50KTLX-G3 (AS4777-2 2020),50.000,8/08/2022,6/11/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 11KTL-X (AS4777-2 2020),10.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 12KTL-X (AS4777-2 2020),12.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 3.3KTL-X (AS4777-2 2020),3.300,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 4.4KTL-X (AS4777-2 2020),4.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 5.5KTL-X (AS4777-2 2020),5.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 5KTL-X (AS4777-2 2020),5.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 6.6KTL-X (AS4777-2 2020),6.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,3.3K-12KTL-X,SOFAR 8.8KTL-X (AS4777-2 2020),8.000,7/07/2022,7/07/2025
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 3.68K-S1 (AS4777-2 2020),3.680,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 3K-S1 (AS4777-2 2020),3.000,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 4.6K-S1 (AS4777-2 2020),4.600,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 4K-S1 (AS4777-2 2020),4.000,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 5K-S1 (AS4777-2 2020),5.000,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 5K-S1-A (AS4777-2 2020),5.000,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,ESI,ESI 6K-S1 (AS4777-2 2020),6.000,23/01/2023,23/01/2026
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 10KTL-3PH (AS4777-2 2020),10.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 10KTL-3PH-A (AS4777-2 2020),10.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 15KTL-3PH (AS4777-2 2020),15.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 20KTL-3PH (AS4777-2 2020),20.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 5KTL-3PH (AS4777-2 2020),5.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 6KTL-3PH (AS4777-2 2020),6.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD,HYD 8KTL-3PH (AS4777-2 2020),8.000,24/06/2022,24/03/2027
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 3000-EP (AS4777-2 2020),3.000,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 3680-EP (AS4777-2 2020),3.680,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 4000-EP (AS4777-2 2020),4.000,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 4600-EP (AS4777-2 2020),4.600,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 5000-EP (AS4777-2 2020),5.000,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 5500-EP (AS4777-2 2020),5.000,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD 3-6K-EP,HYD 6000-EP (AS4777-2 2020),6.000,18/07/2022,18/07/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 3000-ES (AS4777-2 2020),3.000,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 3600-ES (AS4777-2 2020),3.680,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 4000-ES (AS4777-2 2020),4.000,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 4600-ES (AS4777-2 2020),4.600,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 5000-ES (AS4777-2 2020),5.000,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,HYD ES series,HYD 6000-ES (AS4777-2 2020),6.000,23/06/2022,23/06/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 10KTL-3PH (AS4777-2 2020),10.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 15KTL-3PH (AS4777-2 2020),15.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 20KTL-3PH (AS4777-2 2020),20.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 5KTL-3PH (AS4777-2 2020),5.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 6KTL-3PH (AS4777-2 2020),6.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,ME 5-20KTL-3PH,ME 8KTL-3PH (AS4777-2 2020),8.000,14/07/2022,14/07/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,ME 3000SP (AS4777-2 2020),3.000,29/06/2022,29/06/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 10.5KTLM-G3 (AS4777-2 2020),10.500,31/05/2022,15/12/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 100KTL (AS4777-2 2020),100.000,29/06/2022,29/06/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 10KTLM-G3 (AS4777-2 2020),10.000,31/05/2022,15/12/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 110KTL (AS4777-2 2020),110.000,29/06/2022,29/06/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 17KTLX-G3-PRO (AS4777-2 2020),17.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 20KTLX-G3-PRO (AS4777-2 2020),20.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 20KTLX-G3-PRO-A (AS4777-2 2020),20.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 23KTLX-G3-PRO (AS4777-2 2020),23.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 25KTLX-G3-PRO (AS4777-2 2020),25.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 25KTLX-G3-PRO-A (AS4777-2 2020),25.000,7/07/2023,7/07/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 7.5KTLM (AS4777-2 2020),7.500,4/07/2022,4/07/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 75KTL (AS4777-2 2020),75.000,29/06/2022,29/06/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 7KTLM-G3 (AS4777-2 2020),7.000,31/05/2022,15/12/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 80KTL (AS4777-2 2020),80.000,29/06/2022,29/06/2025
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 8KTLM-G3 (AS4777-2 2020),8.000,31/05/2022,15/12/2026
Shenzhen SOFARSOLAR Co Ltd,N/A,SOFAR 9KTLM-G3 (AS4777-2 2020),9.000,31/05/2022,15/12/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 10KTLX-G3-A (AS4777-2 2020),10.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 11KTLX-G3-A (AS4777-2 2020),10.000,8/08/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 12KTLX-G3 (AS4777-2 2020),12.000,8/08/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 3.3KTLX-G3 (AS4777-2 2020),3.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 4.4KTLX-G3 (AS4777-2 2020),4.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 5.5KTLX-G3 (AS4777-2 2020),5.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 5KTLX-G3-A (AS4777-2 2020),5.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 6.6KTLX-G3 (AS4777-2 2020),6.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 8.8KTLX-G3 (AS4777-2 2020),8.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3.3K~12KTLX-G3,SOFAR 8.8KTLX-G3-A (AS4777-2 2020),8.000,31/05/2022,8/06/2026
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 3.6KTLM-G3 (AS4777-2 2020),3.680,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 3KTLM-G3 (AS4777-2 2020),3.000,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 4.6KTLM-G3 (AS4777-2 2020),4.600,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 4KTLM-G3 (AS4777-2 2020),4.000,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 5KTLM-G3 (AS4777-2 2020),5.000,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 5KTLM-G3-A (AS4777-2 2020),5.000,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,SOFAR 3-6KTLM-G3,SOFAR 6KTLM-G3 (AS4777-2 2020),6.000,31/05/2022,18/08/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 15KTLX-G3 (AS4777-2 2020),15.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 15KTLX-G3-A (AS4777-2 2020),15.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 17KTLX-G3 (AS4777-2 2020),17.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 20KTLX-G3 (AS4777-2 2020),20.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 20KTLX-G3-A (AS4777-2 2020),20.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 22KTLX-G3 (AS4777-2 2020),22.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 24KTLX-G3 (AS4777-2 2020),24.000,24/06/2022,15/03/2027
Shenzhen SOFARSOLAR Co Ltd,TLX-G3,SOFAR 24KTLX-G3-A (AS4777-2 2020),24.000,24/06/2022,15/03/2027
Sieyuan Electric Co Ltd,Swatten,SiH-5kW-SH (AS4777-2 2020),5.000,3/05/2023,3/05/2026
Sieyuan Electric Co Ltd,Swatten,SiH-6kW-SH (AS4777-2 2020),6.000,3/05/2023,3/05/2026
Sigenergy Technology Co Ltd,Sigen Energy Controller,SigenStor EC 3.0 SP (AS4777-2 2020),3.000,18/08/2025,18/08/2028
Sigenergy Technology Co Ltd,Sigen Energy Controller,SigenStor EC 5.0 SP (AS4777-2 2020),4.999,18/08/2025,18/08/2028
Sigenergy Technology Co Ltd,Sigen Energy Controller,SigenStor EC 6.0 SP (AS4777-2 2020),6.000,18/08/2025,18/08/2028
SMA Australia Pty Ltd,Sunny Boy,SB1.5-1VL-40 (AS4777-2 2020),1.500,17/10/2022,17/10/2025
SMA Australia Pty Ltd,Sunny Boy,SB2.5-1VL-40 (AS4777-2 2020),2.500,17/10/2022,17/10/2025
SMA Australia Pty Ltd,Sunny Boy,SB3.0-1AV-41 (AS4777-2 2020),3.000,29/06/2022,26/06/2027
SMA Australia Pty Ltd,Sunny Boy,SB4.0-1AV-41 (AS4777-2 2020),4.000,29/06/2022,26/06/2027
SMA Australia Pty Ltd,Sunny Boy,SB5.0-1AV-41 (AS4777-2 2020),5.000,29/06/2022,26/06/2027
SMA Australia Pty Ltd,Sunny Boy,SB6.0-1AV-41 (AS4777-2 2020),6.000,29/06/2022,26/06/2027
SMA Australia Pty Ltd,Sunny Boy Smart Energy,SBSE3.6-50 (AS4777-2 2020),3.600,14/02/2025,14/02/2028
SMA Australia Pty Ltd,Sunny Boy Smart Energy,SBSE4.0-50 (AS4777-2 2020),4.000,14/02/2025,14/02/2028
SMA Australia Pty Ltd,Sunny Boy Smart Energy,SBSE5.0-50 (AS4777-2 2020),5.000,14/02/2025,14/02/2028
SMA Australia Pty Ltd,Sunny Boy Smart Energy,SBSE6.0-50 (AS4777-2 2020),6.000,14/02/2025,14/02/2028
SMA Australia Pty Ltd,Sunny Island,SI4.4M-13,3.300,14/09/2023,14/09/2026
SMA Australia Pty Ltd,Sunny Island,SI6.0H-13,4.600,14/09/2023,14/09/2026
SMA Australia Pty Ltd,Sunny Island,SI6.0H-13 (AS4777-2 2020),4.600,14/09/2023,14/09/2026
SMA Australia Pty Ltd,Sunny Island,SI8.0H-13,6.000,14/09/2023,14/09/2026
SMA Australia Pty Ltd,Sunny Island,SI8.0H-13 (AS4777-2 2020),6.000,14/09/2023,14/09/2026
SMA Australia Pty Ltd,Sunny Tripower,STP 110-60 (AS4777-2 2020),110.000,22/07/2022,22/01/2026
SMA Australia Pty Ltd,Sunny Tripower,STP10.0-3AV-40 (AS4777-2 2020),10.000,5/07/2022,4/07/2027
SMA Australia Pty Ltd,Sunny Tripower,STP3.0-3AV-40 (AS4777-2 2020),3.000,1/07/2022,29/06/2027
SMA Australia Pty Ltd,Sunny Tripower,STP4.0-3AV-40 (AS4777-2 2020),4.000,1/07/2022,29/06/2027
SMA Australia Pty Ltd,Sunny Tripower,STP5.0-3AV-40 (AS4777-2 2020),5.000,1/07/2022,29/06/2027
SMA Australia Pty Ltd,Sunny Tripower,STP6.0-3AV-40 (AS4777-2 2020),6.000,1/07/2022,29/06/2027
SMA Australia Pty Ltd,Sunny Tripower,STP8.0-3AV-40 (AS4777-2 2020),8.000,5/07/2022,4/07/2027
SMA Australia Pty Ltd,Sunny Tripower CORE1,STP 50-41 (AS4777-2 2020),50.000,1/07/2022,29/06/2027
SMA Australia Pty Ltd,Sunny Tripower X,STP 12-50 (AS4777-2 2020),12.000,15/06/2023,15/06/2026
SMA Australia Pty Ltd,Sunny Tripower X,STP 15-50 (AS4777-2 2020),15.000,15/06/2023,15/06/2026
SMA Australia Pty Ltd,Sunny Tripower X,STP 20-50 (AS4777-2 2020),20.000,15/06/2023,15/06/2026
SMA Australia Pty Ltd,Sunny Tripower X,STP 25-50 (AS4777-2 2020),25.000,15/06/2023,15/06/2026
Smart Lifestyle Australia Pty Ltd,SLA-HB-S1,SLA-HB-S1-3.8kW1P (AS4777-2 2020),3.800,9/08/2024,9/08/2027
Smart Lifestyle Australia Pty Ltd,SLA-HB-S1,SLA-HB-S1-5kW1P (AS4777-2 2020),5.000,9/08/2024,9/08/2027
Smart Lifestyle Australia Pty Ltd,SLA-HB-S1,SLA-HB-S1-6kW1P (AS4777-2 2020),6.000,9/08/2024,9/08/2027
Solar Bos Pty Ltd,Energy Vault,AS1-3KS-10.2 (AS4777-2 2020),3.000,8/02/2022,22/01/2026
Solar Bos Pty Ltd,Energy Vault,AS1-3KS-15.3 (AS4777-2 2020),3.000,8/02/2022,22/01/2026
Solar Bos Pty Ltd,Energy Vault,AS1-3KS-20.4 (AS4777-2 2020),3.000,8/02/2022,22/01/2026
Solar Bos Pty Ltd,Energy Vault,AS1-3KS-5.1 (AS4777-2 2020),3.000,8/02/2022,22/01/2026
Solar Bos Pty Ltd,HS2,HS2-3K-S2-1 4G (AS4777-2 2020),3.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-3K-S2-2 4G (AS4777-2 2020),3.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-5K-S2-1 4G (AS4777-2 2020),4.999,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-5K-S2-2 4G (AS4777-2 2020),4.999,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-5K-S2-3 4G (AS4777-2 2020),4.999,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-5K-S2-4 4G (AS4777-2 2020),4.999,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-6K-S2-1 4G (AS4777-2 2020),6.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-6K-S2-2 4G (AS4777-2 2020),6.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-6K-S2-3 4G (AS4777-2 2020),6.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,HS2,HS2-6K-S2-4 4G (AS4777-2 2020),6.000,30/10/2023,30/10/2026
Solar Bos Pty Ltd,RAYBOX HS2,HS2-10K-T2-2 4G (AS4777-2 2020),9.999,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-10K-T2-3 4G (AS4777-2 2020),9.999,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-10K-T2-4 4G (AS4777-2 2020),9.999,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-5K-T2-2 4G (AS4777-2 2020),5.000,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-5K-T2-3 4G (AS4777-2 2020),5.000,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-5K-T2-4 4G (AS4777-2 2020),5.000,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-8K-T2-2 4G (AS4777-2 2020),8.000,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-8K-T2-3 4G (AS4777-2 2020),8.000,4/03/2025,4/03/2028
Solar Bos Pty Ltd,RAYBOX HS2,HS2-8K-T2-4 4G (AS4777-2 2020),8.000,4/03/2025,4/03/2028
SolarEdge Technologies Ltd,Single Phase Inverter,SE10000H (AS4777-2 2020),10.000,20/07/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE10000H-MM (AS4777-2 2020),10.000,24/02/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE3000H (AS4777-2 2020),3.000,20/07/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE3000H-MM (AS4777-2 2020),3.000,24/02/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE4000H (AS4777-2 2020),4.000,20/07/2022,12/02/2025
SolarEdge Technologies Ltd,Single Phase Inverter,SE4000H-MM (AS4777-2 2020),4.000,24/02/2022,12/02/2025
SolarEdge Technologies Ltd,Single Phase Inverter,SE5000H (AS4777-2 2020),5.000,20/07/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE5000H-MM (AS4777-2 2020),5.000,24/02/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE6000H (AS4777-2 2020),6.000,20/07/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE6000H-MM (AS4777-2 2020),6.000,24/02/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE8250H (AS4777-2 2020),8.250,20/07/2022,17/01/2027
SolarEdge Technologies Ltd,Single Phase Inverter,SE8250H-MM (AS4777-2 2020),8.250,24/02/2022,17/01/2027
SolarEdge Technologies Ltd,Three Phase Inverter,SE100K (AS4777-2 2020),100.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE10K (AS4777-2 2020),10.000,17/12/2021,17/03/2025
SolarEdge Technologies Ltd,Three Phase Inverter,SE10K-AUB (AS4777-2 2020),10.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE15K (AS4777-2 2020),15.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE17K (AS4777-2 2020),17.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE25K (AS4777-2 2020),25.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE30K (AS4777-2 2020),30.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE33.3K (AS4777-2 2020),33.300,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE50K (AS4777-2 2020),50.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE5K (AS4777-2 2020),5.000,17/12/2021,17/03/2025
SolarEdge Technologies Ltd,Three Phase Inverter,SE5K-AUB (AS4777-2 2020),5.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE66.6K (AS4777-2 2020),66.600,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE7K (AS4777-2 2020),7.000,17/12/2021,17/03/2025
SolarEdge Technologies Ltd,Three Phase Inverter,SE7K-AUB (AS4777-2 2020),7.000,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE8.25K (AS4777-2 2020),8.250,17/12/2021,17/03/2025
SolarEdge Technologies Ltd,Three Phase Inverter,SE8.25K-AUB (AS4777-2 2020),8.250,17/12/2021,17/12/2026
SolarEdge Technologies Ltd,Three Phase Inverter,SE82.8K (AS4777-2 2020),82.800,17/12/2021,17/12/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 HYBRID,X1-Hybrid-3.0-N-I (AS4777-2 2020),3.000,20/01/2022,3/03/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 HYBRID,X1-Hybrid-3.7-N-I (AS4777-2 2020),3.680,20/01/2022,3/03/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 HYBRID,X1-Hybrid-5.0-N-E (AS4777-2 2020),4.999,20/01/2022,3/03/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 HYBRID,X1-Hybrid-5.0-N-I (AS4777-2 2020),4.999,20/01/2022,3/03/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-3.0-D (AS4777-2 2020),3.000,17/08/2022,24/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-3.0-M (AS4777-2 2020),3.000,17/08/2022,30/06/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-3.7-D (AS4777-2 2020),3.680,17/08/2022,24/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-3.7-M (AS4777-2 2020),3.680,17/08/2022,30/06/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-5.0-D (AS4777-2 2020),4.999,17/08/2022,24/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-5.0-M (AS4777-2 2020),4.999,17/08/2022,30/06/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-6.0-D (AS4777-2 2020),6.000,17/08/2022,24/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-6.0-M (AS4777-2 2020),6.000,17/08/2022,30/06/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-7.5-D (AS4777-2 2020),7.500,17/08/2022,24/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 Hybrid G4,X1-Hybrid-7.5-M (AS4777-2 2020),7.500,17/08/2022,30/06/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-1.5-S-N(L) (AS4777-2 2020),1.500,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-2.0-S-N(L) (AS4777-2 2020),2.000,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-2.5K-S-N(L) (AS4777-2 2020),2.500,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-3.0K-S-N(L) (AS4777-2 2020),3.000,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-3.3K-S-N(L) (AS4777-2 2020),3.300,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1 MINI,X1-3.6K-S-N(L) (AS4777-2 2020),3.680,29/03/2022,3/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-2.5K-G4 (AS4777-2 2020),2.500,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-3.3K-G4 (AS4777-2 2020),3.300,15/05/2023,15/05/2026
